Date,Open,High,Low,Close,Volume,EMA_{FAST},EMA_{SLOW},SMA_20,SMA_50,signal,position,ret,strategy_ret,equity
2022-10-31,150.77988145527678,151.84309994681692,149.55914577499016,150.9570770263672,97943200,145.23132149735588,145.79226977357888,142.8859764099121,,0,0.0,-0.015410186581082508,-0.0,1.0
2022-11-01,152.67003329657965,153.0342786292701,146.81250027183614,148.30886840820312,80379300,145.5271008667138,145.908725444384,143.10994033813478,,0,0.0,-0.017542792099117688,-0.0,1.0
2022-11-02,146.63527983930877,149.80524150264998,142.74666674943285,142.7761993408203,93604600,145.26294500063102,145.7647838459168,143.04250564575196,,0,0.0,-0.03730504538781032,-0.0,1.0
2022-11-03,139.85234595133585,140.5808515547038,136.59378666921566,136.72177124023438,97918500,144.44342214116114,145.35203144460635,142.72009506225587,,0,0.0,-0.042405023586133184,-0.0,1.0
2022-11-04,140.11393200286335,140.68586767189302,132.51116441667403,136.45553588867188,140814800,143.67753203217214,144.94855989164796,142.64722366333007,147.13026947021484,0,0.0,-0.001947278397196106,-0.0,1.0
2022-11-07,135.2032111952328,137.21483428526327,133.78323487446542,136.988037109375,83374600,143.03654594621136,144.58973808240813,142.58473434448243,146.64848388671874,0,0.0,0.0039023790221128785,0.0,1.0
2022-11-08,138.457315240062,139.46311921929427,135.57792562085092,137.55996704101562,89908500,142.51208631642518,144.27471591639784,142.62172088623046,146.22223999023439,0,0.0,0.004175035599524479,0.0,1.0
2022-11-09,136.57389221888846,136.62319988243638,132.71826464687123,132.99436950683594,74917800,141.60110994167613,143.7720279984611,142.46193008422853,145.75331695556642,0,0.0,-0.03318987080607827,-0.0,1.0
2022-11-10,139.27576104009148,144.82745361328125,137.55995404597397,144.82745361328125,118854000,141.9097685806113,143.81881093171788,142.6649070739746,145.55433044433593,0,0.0,0.08897432387795257,0.0,1.0
2022-11-11,143.79210256196848,147.9238199974,142.36225553469492,147.61813354492188,93979700,142.45564303416975,143.98636393046812,143.23433609008788,145.39658721923828,0,0.0,0.01926899812167049,0.0,1.0
2022-11-14,146.898256219997,148.19003547375948,145.37966477232854,146.2178497314453,73374100,142.81527209232198,144.08429573715247,143.53538208007814,145.2531704711914,0,0.0,-0.009485852312652643,-0.0,1.0
2022-11-15,150.10307492440734,151.45401749484597,146.49397099909157,147.95338439941406,89868300,143.3062511239877,144.2533065895059,143.85724563598632,145.1696664428711,0,0.0,0.011869512998285536,0.0,1.0
2022-11-16,147.05606249393267,147.78576172673738,145.241639832554,146.7207794189453,64218300,143.6324270417709,144.3606122828177,144.11206588745117,145.03335510253908,0,0.0,-0.008331036058906394,-0.0,1.0
2022-11-17,144.39358466739876,149.3733571163338,144.11747984279026,148.62393188476562,80389400,144.10910788202042,144.54522718119844,144.48517684936525,144.9646401977539,0,0.0,0.012971253788027326,0.0,1.0
2022-11-18,150.19179299707827,150.57636858986908,147.88433944033332,149.18597412109375,74829600,144.59381441846497,144.74536779349455,144.69540557861328,144.84987091064454,0,0.0,0.0037816402055887988,0.0,1.0
2022-11-21,148.07172328326632,148.27879437989566,145.66565404043791,145.9516143798828,58724100,144.72341790788664,144.79718669090911,144.6366111755371,144.5510983276367,1,0.0,-0.021680052432982877,-0.0,1.0
2022-11-22,146.06995217218372,148.32809838668408,144.8866286056601,148.0914306640625,51804100,145.04482994447838,144.9381756989468,144.54255218505858,144.48394104003907,1,1.0,0.014661134741615012,0.014661134741615012,1.014661134741615
2022-11-23,147.37157451526696,149.718480330565,147.26310369909984,148.96905517578125,58301400,145.41924962387142,145.11007576835047,144.6395492553711,144.40539306640625,1,1.0,0.0059262342715129535,0.0059262342715129535,1.020674254332293
2022-11-25,146.24746279975653,146.80954307968733,145.07400962299127,146.0502471923828,35195900,145.47944411419033,145.15003307041027,144.8145721435547,144.32635528564452,1,1.0,-0.01959338454522841,-0.01959338454522841,1.000675791171746
2022-11-28,143.12152865000314,144.6006680593858,141.38601049309779,142.21432495117188,69246000,145.168014702295,145.02567386054838,144.2593002319336,144.20347961425782,1,1.0,-0.02626440088223969,-0.02626440088223969,0.974393641039259
2022-11-29,142.28334655275705,142.79611910491008,138.39815293017466,139.2067413330078,83763800,144.59950524760154,144.77995154439145,143.67178344726562,143.94602752685546,0,1.0,-0.02114824662843695,-0.02114824662843695,0.95378692400538
2022-11-30,139.43354266054223,146.65175056417294,138.59537264763534,145.97134399414062,111380900,144.73031667628848,144.83011065477984,143.5549072265625,143.77621948242188,0,0.0,0.048593930124049445,0.0,0.95378692400538
2022-12-01,146.14886675776248,147.05607061526013,144.57111175984417,146.24746704101562,71250400,144.87496738384837,144.88961143591573,143.72847061157228,143.67454528808594,1,0.0,0.0018916250225529119,0.0,0.95378692400538
2022-12-02,143.9301617623625,145.94178515343853,143.6244602489213,145.75442504882812,65447400,144.95880926615504,144.9258163232816,144.18010330200195,143.58230560302735,1,1.0,-0.00337128568557854,-0.00337128568557854,0.9505714358013887
2022-12-05,145.71495034472244,148.82113692482218,143.74276456774905,144.59080505371094,68826400,144.9237294436008,144.91182833347793,144.5868667602539,143.51227600097656,1,1.0,-0.0079834282542528,-0.0079834282542528,0.9429826169431262
2022-12-06,145.02469664926164,145.25149381357704,139.94630895435972,140.92254638671875,64727200,144.54235157292732,144.7456823929448,144.7835922241211,143.36218658447265,1,1.0,-0.025369930443568278,-0.025369930443568278,0.9190592135417851
2022-12-07,140.21256620226913,141.37614872094412,138.05302012289312,138.97994995117188,69721100,144.012205609303,144.5061333749601,144.8545913696289,143.1537530517578,1,1.0,-0.013784851930052522,-0.013784851930052522,0.9063901183681611
2022-12-08,140.380207847569,141.52407940202735,139.1377360156072,140.66616821289062,62128300,143.6933212707811,144.34696532861045,145.23818130493163,143.0168472290039,1,1.0,0.012132816728680496,0.012132816728680496,0.917387183559009
2022-12-09,140.36044235847584,143.54553286380045,138.94046635121737,140.18295288085938,76097000,143.35879725196614,144.17475024586275,145.00595626831054,143.01518981933594,1,1.0,-0.0034351922581692396,-0.0034351922581692396,0.9142357822083034
2022-12-12,140.71546075742316,142.4904310742392,139.09826892356506,142.48057556152344,70462700,143.27511109428005,144.10483241140025,144.74907836914062,143.1437545776367,1,1.0,0.016390171796543562,0.016390171796543562,0.9292202637412449
2022-12-13,147.420898645852,147.8843635443182,142.23405505341051,143.4469451904297,93886200,143.2914843885238,144.07773734857017,144.61053314208985,143.20796752929687,1,1.0,0.006782465785934333,0.006782465785934333,0.9355226683876667
2022-12-14,143.32862218685506,144.6204015969479,139.19689014923398,141.2183837890625,82291200,143.09395736354998,143.9602064207025,144.27378311157227,143.15574340820314,1,1.0,-0.015535788499425385,-0.015535788499425385,0.9209885860751779
2022-12-15,139.14758934094417,139.8279959453362,134.13823489702543,134.60169982910156,98931900,142.28484155977958,143.5762591929052,143.66782913208007,142.96527954101563,1,1.0,-0.04685426771236989,-0.04685426771236989,0.8778363403031745
2022-12-16,134.78904899571134,135.7356898104224,131.8702072160859,132.6393585205078,160156900,141.3658856694108,143.1283669745093,142.86860046386718,142.75466705322265,1,1.0,-0.014578874643375705,-0.014578874643375705,0.8650384743404949
2022-12-19,133.23101376151752,133.31975851229708,129.49372825060226,130.52911376953125,79592600,140.333468122317,142.61329197989318,141.93575744628907,142.60699005126952,0,1.0,-0.01590964231518277,-0.01590964231518277,0.8512760216248662
2022-12-20,129.56276523870264,131.39689891358117,128.08362566369047,130.46011352539062,77432800,139.39286505062802,142.11727935199775,141.16118240356445,142.4514358520508,0,0.0,-0.0005286195711284858,-0.0,0.8512760216248662
2022-12-21,131.13064842267107,134.90738657654524,130.9038512362098,133.56629943847656,85928000,138.83780262981585,141.76884142876102,140.43492584228517,142.38635711669923,0,0.0,0.023809468113650034,0.0,0.8512760216248662
2022-12-22,132.48159480562174,132.68866590052642,128.48791532003168,130.3910675048828,77852100,138.03315307699307,141.30592591795926,139.50602645874022,142.27037475585936,0,0.0,-0.023772702747195007,-0.0,0.8512760216248662
2022-12-23,129.09928483618836,130.57842423400893,127.83708708710822,130.02621459960938,63814900,137.27041719154067,140.84767392722654,138.70482482910157,142.05554077148437,0,0.0,-0.002798143402421127,-0.0,0.8512760216248662
2022-12-27,129.552926757453,129.5825083491155,126.92991528840034,128.22169494628906,69007800,136.40845997928267,140.335450681584,138.00519332885742,141.89538360595702,0,0.0,-0.013878121876246152,-0.0,0.8512760216248662
2022-12-28,127.8666776669259,129.2077647504938,124.11952877613886,124.28716278076172,85438400,135.25383967025397,139.6852677079104,137.25921440124512,141.57718826293944,0,0.0,-0.030685385707742263,-0.0,0.8512760216248662
2022-12-29,126.21007472720758,128.6654448475465,125.95369589539173,127.80754852294922,75703700,134.54455178231885,139.20467587861359,136.35102462768555,141.30301696777343,0,0.0,0.028324612642396163,0.0,0.8512760216248662
2022-12-30,126.62419645842127,128.14277294659772,125.657822079017,128.123046875,77034200,133.93288836312914,138.75685311245135,135.44480361938477,141.03299041748048,0,0.0,0.0024685423959456276,0.0,0.8512760216248662
2023-01-03,128.46818597294893,129.07955877586164,122.44315755676651,123.33064270019531,112117500,132.92301396454437,138.1342047006064,134.32361450195313,140.67636901855468,0,0.0,-0.037404700338419805,-0.0,0.8512760216248662
2023-01-04,125.12534263515172,126.87073149260826,123.3405166774151,124.60271453857422,89113600,132.13050742420072,137.58865883892358,133.3242099761963,140.2687953186035,0,0.0,0.010314321003509042,0.0,0.8512760216248662
2023-01-05,125.36200610905166,125.99310505602139,123.02497040718632,123.2813491821289,80962700,131.28763704106933,137.0124688761953,132.4421501159668,139.79187225341798,0,0.0,-0.010604627365772612,-0.0,0.8512760216248662
2023-01-06,124.25759364277924,128.47806338393755,123.15316666234692,127.8173828125,87754700,130.95710349688267,136.6425514254028,131.8840217590332,139.3487677001953,0,0.0,0.036794159542087757,0.0,0.8512760216248662
2023-01-09,128.6555533163335,131.55466910779157,128.08361757784448,128.33999633789062,70790800,130.7078325828231,136.30887882958456,131.2677131652832,138.9749853515625,0,0.0,0.0040887515758107895,0.0,0.8512760216248662
2023-01-10,128.4484917902968,129.43458496707456,126.33825299385596,128.91195678710938,63896200,130.53678275339126,136.0118919567946,130.70416336059571,138.70222869873047,0,0.0,0.004456603284551441,0.0,0.8512760216248662
2023-01-11,129.42470644063985,131.65327120715185,128.64569958998982,131.63356018066406,69458900,130.64124550394277,135.8362657686827,130.16181259155275,138.26850463867189,0,0.0,0.021112109856878947,0.0,0.8512760216248662
2023-01-12,132.01813716022232,132.39284227281698,129.6120678053339,131.55467224121094,71379600,130.72824437184232,135.66467390125268,129.56719894409179,137.88045654296874,0,0.0,-0.0005992995961277003,-0.0,0.8512760216248662
2023-01-13,130.19384999657817,133.04365799858422,129.82900042275443,132.88587951660156,57809700,130.9337459255597,135.55340496581283,129.15057373046875,137.57199676513673,0,0.0,0.01011904216484072,0.0,0.8512760216248662
2023-01-17,132.95492042575748,135.38070076927318,132.26465833803292,134.0494842529297,63646600,131.23049923052497,135.4932344581836,129.12296295166016,137.3974624633789,0,0.0,0.008756421228206968,0.0,0.8512760216248662
2023-01-18,134.91724588612811,136.68234566241608,133.15213106325567,133.3296356201172,69672800,131.4304269306823,135.40673945130368,129.15747680664063,137.32961975097658,0,0.0,-0.005370021651513901,-0.0,0.8512760216248662
2023-01-19,132.21535608370812,134.3551761664197,131.90966964997585,133.38880920410156,58280400,131.61694792581196,135.32612929265548,129.30046157836915,137.26828521728515,0,0.0,0.0004438141881146773,0.0,0.8512760216248662
2023-01-20,133.3986894112817,136.10059024707428,132.3534330069979,135.95266723632812,80223600,132.0298903955359,135.35113928365328,129.57508926391603,137.24757781982422,0,0.0,0.0192209380046533,0.0,0.8512760216248662
2023-01-23,136.19915953850284,141.32685514540398,135.9822178760608,139.1475830078125,81760300,132.70779086660337,135.5025784900372,129.85415344238282,137.27933013916015,0,0.0,0.023500206626550613,0.0,0.8512760216248662
2023-01-24,138.35869358432294,141.16906439218428,138.34883807200805,140.54782104492188,66435100,133.45448530608328,135.70369640751912,130.36199111938475,137.43039916992188,0,0.0,0.010062970601729893,0.0,0.8512760216248662
2023-01-25,138.93061947978296,140.44919583129123,136.87954456914778,139.8871307373047,65799300,134.0671366876694,135.87035230462791,130.85503692626952,137.33159271240234,0,0.0,-0.004700822130896065,-0.0,0.8512760216248662
2023-01-26,141.178940100887,142.2439224000094,139.92659771489312,141.9579620361328,54105100,134.81866437756184,136.11271442261895,131.5418502807617,137.21838928222655,0,0.0,0.014803586919778677,0.0,0.8512760216248662
2023-01-27,141.16909142560513,145.182482507532,141.09020217222798,143.9005584716797,70555800,135.6836280338663,136.42258199329328,132.52252006530762,137.17204345703124,0,0.0,0.013684307718170974,0.0,0.8512760216248662
2023-01-30,142.94408670545334,143.52587812221154,140.86342930875497,141.01133728027344,64015300,136.19104025235208,136.60505768900293,133.18270950317384,137.03320251464845,0,0.0,-0.020077901170723167,-0.0,0.8512760216248662
2023-01-31,140.71547141700836,142.3326633733732,140.30131415280843,142.28335571289062,65874500,136.7712725026444,136.83073580678874,133.89072494506837,136.94445404052735,0,0.0,0.009020682004376113,0.0,0.8512760216248662
2023-02-01,141.96778362091698,144.57106804774983,139.35464368271474,143.407470703125,77663600,137.4033029394007,137.09198336113622,134.89456634521486,136.84012481689453,0,0.0,0.007900537519671014,0.0,0.8512760216248662
2023-02-02,146.82920755988812,149.0774978736836,146.10936405021556,148.72251892089844,118339000,138.481341349604,137.55374871932764,136.10055656433104,136.83085571289064,0,0.0,0.03706256160654542,0.0,0.8512760216248662
2023-02-03,145.97132678498124,155.1913011660709,145.77411121969988,152.35134887695312,154357300,139.80231422633568,138.1409694843183,137.55405654907227,136.95885040283204,1,0.0,0.024400003324209107,0.0,0.8512760216248662
2023-02-06,150.44820252682044,150.97083056548323,148.68308779153134,149.619873046875,69858300,140.73733249495996,138.59627970182157,138.64418106079103,136.98941925048828,1,1.0,-0.017928793215242322,-0.017928793215242322,0.8360136698640598
2023-02-07,148.54502543131906,153.071187974496,148.54502543131906,152.49925231933594,83322600,141.85752906538633,139.14749287042463,139.85214385986328,137.06002319335937,1,1.0,0.019244631169810233,0.019244631169810233,0.8521024445935131
2023-02-08,151.7399690202295,152.4302309897519,149.06765083879986,149.80722045898438,64120100,142.61465092752576,139.56993836600955,140.89690704345702,137.1351626586914,1,1.0,-0.017652754485080413,-0.017652754485080413,0.8370604893429671
2023-02-09,151.64136936063508,152.1837234806971,148.32809651858278,148.77183532714844,56007100,143.20105532536599,139.93445892397688,141.75382080078126,137.26631286621094,1,1.0,-0.006911450120118956,-0.006911450120118956,0.8312751875233508
2023-02-10,147.60650220064647,149.46317743221437,147.3694730974516,149.13726806640625,57450700,143.76641405195136,140.29887060076624,142.63295059204103,137.46492340087892,1,1.0,0.002456330114192884,0.002456330114192884,0.8333170737996458
2023-02-13,149.07800220373113,152.3469510828992,149.0483754519819,151.94204711914062,62199000,144.54505216776766,140.7597394989691,143.58575897216798,137.58433746337892,1,1.0,0.01880669459149198,0.01880669459149198,0.8489890135044715
2023-02-14,150.23348636384839,151.8630330104811,148.98911761787627,151.3000946044922,61707600,145.188394323379,141.1768026103053,144.4482894897461,137.68539001464845,1,1.0,-0.00422498266161353,-0.00422498266161353,0.8454020496425148
2023-02-15,151.21120146838675,153.5715611952289,150.98405804107867,153.40367126464844,65573800,145.97080691151288,141.6604275691356,145.45199127197264,137.83837493896485,1,1.0,0.01390334001875626,0.01390334001875626,0.8571559617912481
2023-02-16,151.6062554560653,154.39129073768956,151.44825113314346,151.8037872314453,68167900,146.5263322259967,142.06150503317713,146.37274017333985,137.98263458251952,1,1.0,-0.010429242142732331,-0.010429242142732331,0.8482164747116405
2023-02-17,150.46065589718617,151.10258897284194,148.97925796607987,150.65817260742188,59144100,146.91984299949826,142.40131440908044,147.10801544189454,138.17734710693358,1,1.0,-0.007546680125159133,-0.007546680125159133,0.8418152563001017
2023-02-21,148.33731221810694,149.4236767462983,146.56951728902385,146.63864135742188,58867200,146.893061757372,142.56875531664215,147.482568359375,138.3305209350586,1,1.0,-0.026679808870866295,-0.026679808870866295,0.8193557861574357
2023-02-22,147.0237810788301,148.09038924690807,145.33499611487431,147.06329345703125,51011300,146.9092743732387,142.7463068359936,147.80834197998047,138.4584634399414,1,1.0,0.002895908579610529,0.002895908579610529,0.8217285656083225
2023-02-23,148.22865607328114,148.47555569965527,145.4140093743504,147.54721069335938,48394200,146.9700304609033,142.93590634390364,148.19134597778321,138.6057485961914,1,1.0,0.0032905371894824675,0.0032905371894824675,0.8244324940131168
2023-02-24,145.28561258669828,145.36462227322275,143.91285130614398,144.8905792236328,55469600,146.77198675554442,143.01307982653188,148.3379768371582,138.6539486694336,1,1.0,-0.01800529781106952,-0.01800529781106952,0.8095883414332878
2023-02-27,145.87819927591497,147.32008482695682,145.62141398934327,146.08558654785156,44998500,146.70661508906437,143.13435486271374,148.4472282409668,138.70672149658202,1,1.0,0.008247653716493941,0.008247653716493941,0.8162655457263402
2023-02-28,145.22635786930326,147.23118155565606,145.00908500057525,145.58189392089844,50547000,146.59949846395384,143.23093711251423,148.67575607299804,138.79399169921874,1,1.0,-0.003447928292283242,-0.003447928292283242,0.8134511206572144
2023-03-01,145.00908849876785,145.40412186804485,143.2116520085762,143.5079345703125,55479000,146.30506300318464,143.24186501875866,148.73698501586915,138.97211639404296,1,1.0,-0.014245997869163696,-0.014245997869163696,0.8018626977256629
2023-03-02,142.5894699520932,144.89057616376812,142.1154118429578,144.10049438476562,52238100,146.09510356827195,143.2757310735514,148.77163619995116,139.20133911132814,1,1.0,0.004129108374581136,0.004129108374581136,0.8051736757061061
2023-03-03,146.2041027048871,149.23603790139376,145.5029160774519,149.1570281982422,70732300,146.38671608982054,143.50764867793737,148.79336166381836,139.57389739990234,1,1.0,0.03509032939175771,0.03509032939175771,0.8334274852042056
2023-03-06,151.88275935147126,154.36164111130708,151.55686512341583,151.92227172851562,87558000,146.91391293144923,143.83939098670203,148.77190780639648,140.00314056396485,1,1.0,0.018539143369082023,0.018539143369082023,0.8488785168401399
2023-03-07,151.79388801539042,152.11979733212814,149.25576768015293,149.71994018554688,56182000,147.18115411145413,144.07118029935077,148.77691116333008,140.32621337890626,1,1.0,-0.014496436354666353,-0.014496436354666353,0.8365728034479233
2023-03-08,150.91492862836495,151.56674727343432,149.9470862905562,150.97418212890625,47204800,147.54239547324,144.3432163146602,148.7006576538086,140.73787567138672,1,1.0,0.008377253836763465,0.008377253836763465,0.8435809861753394
2023-03-09,151.65561114338573,152.6234533766544,148.3669065925505,148.72244262695312,53833600,147.65478108483745,144.51576121762582,148.64641876220702,141.1118002319336,1,1.0,-0.014914732242301665,-0.014914732242301665,0.8309992016418374
2023-03-10,148.3471863994858,149.06812912915592,145.77942411442874,146.65838623046875,68572400,147.5598862081629,144.60016667757685,148.54074630737304,141.48053405761718,1,1.0,-0.013878580529111728,-0.013878580529111728,0.8194661123022235
2023-03-13,145.97692732623966,151.24082897559975,145.86829089184172,148.60394287109375,84457100,147.65932029801647,144.7578613256882,148.51408004760742,141.96686965942382,1,1.0,0.013265907873605043,0.013265907873605043,0.8303370742535662
2023-03-14,149.4038955086608,151.49759944522177,148.23853654610156,150.69764709472656,73695900,147.94868507594992,144.99176862511106,148.4518600463867,142.42467163085936,1,1.0,0.014089156607701714,0.014089156607701714,0.8420358233299056
2023-03-15,149.3150168625453,151.34946732376167,148.06076257128353,151.0926971435547,77167900,148.2481150973023,145.23198227509678,148.44149017333984,142.88406463623048,1,1.0,0.002621474564760806,0.002621474564760806,0.8442431988233824
2023-03-16,150.27302515053125,154.51970266888276,149.75946959563373,153.91726684570312,76161100,148.7880348018891,145.57389664655383,148.46716995239257,143.49579711914063,1,1.0,0.018694283413742907,0.018694283413742907,0.8600257204523116
