Price,Open,High,Low,Close,Volume,EMA_{FAST},EMA_{SLOW},SMA_20,SMA_50,signal,position,ret,strategy_ret,equity
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,
Date,,,,,,,,,,,,,,
2022-03-18,157.56494948588247,161.4621089351798,156.8287105215893,160.97128295898438,123511700,158.5582016175759,161.4433821509254,158.36010131835937,163.4463153076172,0,0.0,0.02091887028035888,0.0,1.0
2022-03-21,160.50991215775952,163.2978152048177,160.0190861607253,162.34561157226562,95811400,158.92053648350864,161.48337448975835,158.26586227416993,163.32064208984374,0,0.0,0.008537725412994579,0.0,1.0
2022-03-22,162.47325276477528,166.31151652158337,161.8842704228794,165.7225341796875,81532000,159.57099187637888,161.6703246360187,158.48673629760742,163.25917297363281,0,0.0,0.02080082470180411,0.0,1.0
2022-03-23,164.90773681905242,169.4724129582103,164.57396373096856,167.08700561523438,98062700,160.2894470702206,161.90804308992736,158.98443527221679,163.2246014404297,0,0.0,0.008233469529662196,0.0,1.0
2022-03-24,167.92137775453384,170.94486751449384,167.08698259633016,170.87615966796875,90131400,161.30107421830593,162.29979142116713,159.54054107666016,163.2091455078125,0,0.0,0.02267773031650333,0.0,1.0
2022-03-25,170.68966756106184,172.06397447426608,169.5803959233043,171.51425170898438,80546200,162.27669727769725,162.70051074738672,160.02498626708984,163.19762817382812,0,0.0,0.003734236784437961,0.0,1.0
2022-03-28,169.01102337849983,172.5057021088352,168.84414433562662,172.3780975341797,90371900,163.24136507096094,163.11958012712503,160.53937301635742,163.26887847900392,0,0.0,0.005036583354373514,0.0,1.0
2022-03-29,173.44808328507239,175.7255079917634,173.10449911531725,175.6764373779297,100589400,164.42858579818036,163.66111732603719,161.31291427612305,163.38884002685546,0,0.0,0.019134332556930422,0.0,1.0
2022-03-30,175.27395758161924,176.31450624555694,173.45789549385026,174.50827026367188,92633200,165.39070269029824,164.12709792375085,161.86312866210938,163.5495574951172,0,0.0,-0.006649537819034657,-0.0,1.0
2022-03-31,174.5769971900877,174.7635134764267,171.20011173735605,171.40626525878906,103049300,165.96477243300876,164.43863604608518,162.27444152832032,163.7182354736328,0,0.0,-0.0177756905171077,-0.0,1.0
2022-04-01,170.83690924745642,171.67131950192206,168.78526000762312,171.1117706298828,78751300,166.45585979449297,164.72321719138793,162.82122192382812,163.9147491455078,0,0.0,-0.0017181088944538958,-0.0,1.0
2022-04-04,171.36698173645647,175.21505544007368,171.23936219447407,175.1659698486328,76468400,167.28676733121662,165.16703436301808,163.76066360473632,164.23352416992188,0,0.0,0.023693280735895605,0.0,1.0
2022-04-05,174.24325609628116,175.02858080966283,171.21976568599678,171.8480224609375,73401800,167.72182312294473,165.45004696754418,164.62549896240233,164.50143005371095,1,0.0,-0.01894173503313723,-0.0,1.0
2022-04-06,169.1975203972604,170.44422249190762,167.00844087614192,168.67724609375,89058800,167.81293905715646,165.58632537260178,165.06135177612305,164.74199981689452,1,1.0,-0.018451049490012306,-0.018451049490012306,0.9815489505099877
2022-04-07,168.0195678303507,170.17919933632717,166.73360604638012,168.98158264160156,77594700,167.92437484893065,165.7292699448866,165.7298568725586,164.99042114257813,1,1.0,0.0018042537147091586,0.0018042537147091586,0.9833199138501142
2022-04-08,168.62818685521674,168.62818685521674,166.0955227852114,166.9691925048828,76575500,167.83330424371738,165.78132203396189,166.48376693725587,165.20781036376954,1,1.0,-0.01190893176203045,-0.01190893176203045,0.9716096240958275
2022-04-11,165.61451299486157,165.928633841103,162.46340353204835,162.7088165283203,72246700,167.34476828226633,165.65269349007468,167.22638626098632,165.12214630126954,1,1.0,-0.025515940471700582,-0.025515940471700582,0.946818090765667
2022-04-12,164.93716605572558,166.75321318939567,163.5824815614611,164.58377075195312,79265200,167.0815775356365,165.60806191579687,167.84335403442384,164.98672485351562,1,1.0,0.011523372019035305,0.011523372019035305,0.9577286278599125
2022-04-13,164.31868637394223,167.9017092817033,163.71006708016137,167.27345275878906,70618900,167.09986636746464,165.67742224972588,168.373934173584,164.9084307861328,1,1.0,0.016342328253553084,0.016342328253553084,0.9733801434742242
2022-04-14,167.48948623673334,168.12756912608722,162.01186540312898,162.2572784423828,75329400,166.63832500160262,165.53532545652754,168.6031509399414,164.70569549560548,1,1.0,-0.0299878685689573,-0.0299878685689573,0.9441905476640864
2022-04-18,160.91239673580466,163.54323192882495,160.56882751734665,162.0413055419922,69023900,166.20021946484982,165.39049697495778,168.6566520690918,164.55628845214844,1,1.0,-0.0013310521565743638,-0.0013310521565743638,0.9429337807994009
2022-04-19,161.9922304806441,164.7408593011716,160.9025960723887,164.32855224609375,67723800,166.0218570907753,165.34657710160255,168.75579910278321,164.4583203125,1,1.0,0.014115207825876386,0.014115207825876386,0.9562434870814238
2022-04-20,165.66357789841544,165.78138631816157,163.05239509202772,164.16165161132812,67929800,165.84459723625832,165.29767575450697,168.67775497436523,164.37134613037108,1,1.0,-0.0010156520731448015,-0.0010156520731448015,0.9552722764013384
2022-04-21,165.81083486701775,168.38275818896258,162.865879009956,163.36651611328125,87227800,165.60847208824902,165.21814101033496,168.4917304992676,164.2062319946289,1,1.0,-0.004843612928124408,-0.004843612928124408,0.9506453072534821
2022-04-22,163.40580023778472,164.78991818851023,158.53679967564108,158.82147216796875,84882400,164.9618001886322,164.95521220189656,167.88899612426758,163.9217495727539,1,1.0,-0.027821147524263123,-0.027821147524263123,0.9241972639171345
2022-04-25,158.16377751272768,160.1761672620124,155.55259437743032,159.89149475097656,96046400,164.47871730485144,164.7474653505587,167.3078582763672,163.7403414916992,1,1.0,0.006737266494269534,0.006737266494269534,0.930423827177419
2022-04-26,159.27303500519898,159.36138008917553,153.84450071149385,153.92303466796875,95623200,163.47304379979917,164.30417904701443,166.38510513305664,163.50788635253906,1,1.0,-0.03732818992219322,-0.03732818992219322,0.8956927898484064
2022-04-27,153.0493716898695,156.85817138310125,152.52909731194325,153.697265625,88063200,162.54170695729616,163.87055367375982,165.28614654541016,163.26620330810547,1,1.0,-0.0014667657992565308,-0.0014667657992565308,0.8943790182976161
2022-04-28,156.32810562375522,161.5014166726903,156.01396974444066,160.63755798339844,130216800,162.36030474427739,163.738604102349,164.59261093139648,163.08656158447266,1,1.0,0.045155600720521605,0.045155600720521605,0.9347652401406754
2022-04-29,158.87053962186658,163.1505424974972,154.36476100370217,154.75741577148438,131747600,161.63602251022797,163.37263591602968,163.76016845703126,162.79402893066407,1,1.0,-0.036605027402880186,-0.036605027402880186,0.9005481329100661
2022-05-02,153.83468735250372,155.326787567421,150.45780216717014,155.06175231933594,123055300,161.00974697405988,163.03449974360112,162.9576675415039,162.5796356201172,1,1.0,0.0019665393502108497,0.0019665393502108497,0.9023190962501927
2022-05-03,155.24821911695093,157.76126019285127,153.45180958602091,156.55381774902344,88966500,160.58527797975307,162.77121415574305,162.02705993652344,162.42610412597656,0,1.0,0.009622394996638084,0.009622394996638084,0.9110015670073215
2022-05-04,156.74039514151906,163.42544380743908,156.33791416985588,162.97389221191406,108256500,160.81281101799985,162.77943660026867,161.58335342407227,162.45948089599608,0,0.0,0.04100873779509384,0.0,0.9110015670073215
2022-05-05,160.84371492154636,161.06949072780478,152.10700157369598,153.89361572265625,130525300,160.15371956274583,162.41943499278,160.84417190551758,162.39469268798828,0,0.0,-0.05571614180663231,-0.0,0.9110015670073215
2022-05-06,153.37249905713608,156.74451948681312,151.57343512539742,154.62103271484375,116124600,159.62670984860443,162.10389895779014,160.1261444091797,162.29203247070313,0,0.0,0.004726752235768128,0.0,0.9110015670073215
2022-05-09,152.3108102727315,153.19560424531912,148.92897809122042,149.4893341064453,131577900,158.66110100806725,161.59412829827608,159.2521514892578,162.04531219482422,0,0.0,-0.03318887811247806,-0.0,0.9110015670073215
2022-05-10,152.89083834180113,154.09021465537515,150.3446125608553,151.8979034423828,115366700,158.01689974247748,161.20275939780933,158.71160583496095,161.8414630126953,0,0.0,0.016111981167983958,0.0,0.9110015670073215
2022-05-11,150.9049915404857,152.8220226348079,143.34499314721714,144.02333068847656,142689800,156.68401562013074,160.5101404677266,157.6835838317871,161.5178173828125,0,0.0,-0.05184122081640974,-0.0,0.9110015670073215
2022-05-12,140.35638928215414,143.72839581595062,136.45350338099348,140.14993286132812,182602000,155.10916654540392,159.69018566537144,156.32740783691406,161.05073638916016,0,0.0,-0.0268942386530876,-0.0,0.9110015670073215
2022-05-13,142.14558429881745,145.59625448116793,140.69060910842344,144.62298583984375,113990900,154.11038252403276,159.08403362813854,155.4456932067871,160.67959594726562,0,0.0,0.03191619779755084,0.0,0.9110015670073215
2022-05-16,143.08938461134267,145.02608166695018,141.7425351609862,143.0795440673828,86643800,153.05973116820851,158.44082686585932,154.49760513305665,160.33766357421874,0,0.0,-0.010672174713431515,-0.0,0.9110015670073215
2022-05-17,146.34338417401466,147.23800337983087,144.2002312963904,146.7169647216797,78336300,152.45560858835407,157.97011308312284,153.61702575683594,160.14446014404297,0,0.0,0.025422366824036313,0.0,0.9110015670073215
2022-05-18,144.36740373329286,144.86877642522347,137.5348863581385,138.43934631347656,109742900,151.12062733028256,157.18668361865056,152.33091049194337,159.82222076416016,0,0.0,-0.0564189589384273,-0.0,0.9110015670073215
2022-05-19,137.51522710531395,139.26513365262397,134.29067919785544,135.0279998779297,136095600,149.58789316260174,156.29863810511333,150.9139846801758,159.32357696533202,0,0.0,-0.02464145148318131,-0.0,0.9110015670073215
2022-05-20,136.73857261689477,138.3213549245238,130.36812621760984,135.26393127441406,137426100,148.22362338299567,155.45636296260213,149.73610763549806,158.9166259765625,0,0.0,0.0017472775772260363,0.0,0.9110015670073215
2022-05-23,135.46055909436765,140.83808619870993,135.32292649026942,140.6906280517578,117726300,147.5061557955556,154.86559926243282,148.77606430053712,158.69261871337892,0,0.0,0.04011931877341679,0.0,0.9110015670073215
2022-05-24,138.4295263407137,139.56991949662205,135.00836187381935,137.9871368408203,104132700,146.599537446786,154.19084260348373,147.9792694091797,158.4952328491211,0,0.0,-0.019215858571211553,-0.0,0.9110015670073215
2022-05-25,136.08973078213927,139.39292808535322,136.00125589921703,138.1444091796875,92482700,145.79425087953453,153.54983653014526,147.20162658691407,158.21323272705078,0,0.0,0.001139760868062778,0.0,0.9110015670073215
2022-05-26,135.0673319135833,141.89983463413682,134.82155832650707,141.34930419921875,90601500,145.3709053793983,153.06281861391793,146.2372138977051,157.90698181152345,0,0.0,0.02319959988654019,0.0,0.9110015670073215
2022-05-27,142.93209356986327,147.1495619264336,142.80428649817537,147.11024475097656,90978500,145.53656285346588,152.82537190661947,145.8548553466797,157.6957278442383,0,0.0,0.04075676625643876,0.0,0.9110015670073215
2022-05-31,146.5498682074242,148.11298447709316,144.35755721198225,146.32374572753906,103718400,145.61153515096416,152.56619833802333,145.41795501708984,157.40277709960938,0,0.0,-0.005346323940721209,-0.0,0.9110015670073215
2022-06-01,147.36583831364814,149.17474333360954,145.18336763808455,146.1959686279297,74286600,145.66719716139772,152.31242685186274,144.90006256103516,157.07978424072266,0,0.0,-0.0008732492390353119,-0.0,0.9110015670073215
2022-06-02,145.33083811208033,148.712685042506,144.37723540201858,148.65370178222656,72348100,145.95163393694764,152.16676436754892,144.18405303955078,156.73840759277343,0,0.0,0.01681122384812017,0.0,0.9110015670073215
2022-06-03,144.4165490295479,145.46846714813478,142.01781149904664,142.92225646972656,88570300,145.66311467177906,151.79893815193236,143.6354850769043,156.2551126098633,0,0.0,-0.038555685084091684,-0.0,0.9110015670073215
2022-06-06,144.54437177114056,146.05834558258064,142.45037585050028,143.66941833496094,71598400,145.47323458740055,151.47566099034643,143.08790435791016,155.71097778320313,0,0.0,0.00522775027269895,0.0,0.9110015670073215
2022-06-07,141.9096766255686,146.48105939148104,141.66390303598558,146.1959686279297,67808200,145.5420677923479,151.26582504481738,142.92323608398436,155.20461212158204,0,0.0,0.0175858601103136,0.0,0.9110015670073215
2022-06-08,146.06814706425965,147.33633206027957,144.9670862924701,145.45863342285156,53950200,145.5341215165737,151.03514604790192,142.6012725830078,154.66622283935547,0,0.0,-0.005043471526596233,-0.0,0.9110015670073215
2022-06-09,144.5935022148915,145.4487894010345,140.12042043523653,140.2285614013672,69473000,145.02882171478666,150.60609388564404,142.41153411865236,153.95726531982422,0,0.0,-0.03595573461961821,-0.0,0.9110015670073215
2022-06-10,137.90847835562724,138.38035945755297,134.74291325358388,134.81173706054688,91437900,144.0557514636776,149.97931831402613,142.14462432861328,153.16333465576173,0,0.0,-0.03862853819997547,-0.0,0.9110015670073215
2022-06-13,130.6237513157455,132.9143631237499,129.21793348983346,129.65049743652344,122207100,142.6838039229729,149.1729765057795,141.39599990844727,152.3282192993164,0,0.0,-0.038284794310642356,-0.0,0.9110015670073215
2022-06-14,130.8793648770148,131.6265112355856,129.2572500842336,130.51560974121094,84784300,141.52491408234988,148.43326518396248,140.76780319213867,151.51629608154298,0,0.0,0.006672649328715918,0.0,0.9110015670073215
2022-06-15,132.01973022353556,135.01817091312645,129.9257495131237,133.1404571533203,91533000,140.72638551956229,147.82721049694374,140.0889778137207,150.67578582763673,0,0.0,0.020111367654137124,0.0,0.9110015670073215
2022-06-16,129.84710666597098,130.15186352165608,126.85849136974434,127.86125183105469,108123900,139.50112239861278,147.03628636206386,139.5600730895996,149.79605041503908,0,0.0,-0.039651398494044976,-0.0,0.9110015670073215
2022-06-17,127.87109072638007,130.8301993524765,127.61547659200777,129.3358917236328,134520300,138.5329964030397,146.33538836557221,139.27546768188478,149.00922332763673,0,0.0,0.011533125723863558,0.0,0.9110015670073215
2022-06-21,131.16442036715884,134.74288249152107,131.06611995214928,133.572998046875,81000500,138.06061172741192,145.830217911845,139.1909210205078,148.3010516357422,0,0.0,0.03276048331808856,0.0,0.9110015670073215
2022-06-22,132.51129836255657,135.43109016830508,131.64618542069755,133.0618438720703,73409200,137.58453506059894,145.32499605257937,138.80948181152343,147.62290466308593,0,0.0,-0.0038267777341144393,-0.0,0.9110015670073215
2022-06-23,134.5069656450009,136.24703170777948,133.33708105988757,135.9324493408203,72433800,137.4271925056161,144.9534806511137,138.70674743652344,147.08737731933593,0,0.0,0.021573468285242425,0.0,0.9110015670073215
2022-06-24,137.53488121755194,139.51091028418583,137.40708916408835,139.26513671875,89116800,137.60223587641505,144.7285584719795,138.76278381347657,146.58100463867189,0,0.0,0.024517231861052702,0.0,0.9110015670073215
2022-06-27,140.2875481505987,141.06420101783954,138.58679927801467,139.26513671875,70207900,137.7606082568355,144.51260014624134,138.65857543945313,146.0208383178711,0,0.0,0.0,0.0,0.9110015670073215
2022-06-28,139.7272161311599,140.995401345449,134.99853432316218,135.1165008544922,67083400,137.50878725028974,144.14130677848118,138.05888824462892,145.47802276611327,0,0.0,-0.029789478989534213,-0.0,0.9110015670073215
2022-06-29,135.13618465223655,138.29190978550017,134.3595315503228,136.87625122070312,66242400,137.4485454522576,143.85430918002615,137.5865135192871,144.9747216796875,0,0.0,0.01302394863012335,0.0,0.9110015670073215
2022-06-30,134.92966905883227,136.03072968185316,131.508505693856,134.40863037109375,98964500,137.1590285501173,143.481276078915,136.9971466064453,144.3763232421875,0,0.0,-0.01802811537868987,-0.0,0.9110015670073215
2022-07-01,133.7401565905966,136.6894398129789,133.36659091632603,136.581298828125,71051600,137.10400646891213,143.20885439648347,136.39352645874024,143.82471618652343,0,0.0,0.016164649926367458,0.0,0.9110015670073215
2022-07-05,135.44091845782265,139.2159973193288,134.61510776869383,139.16683959960938,73353800,137.30046742261322,143.04931186811825,136.20575561523438,143.34072265625,0,0.0,0.01893041575727028,0.0,0.9110015670073215
2022-07-06,138.96039485817002,141.68355545577728,138.69495517869038,140.50384521484375,74064300,137.60555194291024,142.94886530104785,136.0474769592285,142.9743701171875,0,0.0,0.009607214039501155,0.0,0.9110015670073215
2022-07-07,140.86757338185674,144.07247034886072,140.857747839313,143.8758544921875,66253700,138.20272524541124,142.98543621780252,135.9314712524414,142.65405731201173,0,0.0,0.023999409213232736,0.0,0.9110015670073215
2022-07-08,142.80426217519934,145.0555563580384,142.5486630761882,144.55416870117188,64547800,138.807626117042,143.04731015589533,135.88624801635743,142.46667999267578,0,0.0,0.004714579881235137,0.0,0.9110015670073215
2022-07-11,143.20734636825597,144.1609490492264,141.34929872199137,142.42086791992188,63141600,139.15174515341184,143.02260761501483,135.99586334228516,142.24115203857423,0,0.0,-0.014757794952700687,-0.0,0.9110015670073215
2022-07-12,143.2958190916168,145.94034514627222,142.597830542374,143.39413452148438,77588800,139.55578305345077,143.0372548776408,136.42498321533202,141.89628356933594,0,0.0,0.006833735924918871,0.0,0.9110015670073215
2022-07-13,140.57265975093034,143.97415763799123,139.7173575069719,143.0303955078125,71185600,139.886699130979,143.03698450687034,137.09397811889647,141.6617431640625,0,0.0,-0.00253663802139259,-0.0,0.9110015670073215
2022-07-14,141.64422349086814,146.4318877608006,140.82825345087886,145.9600067138672,78140700,140.46511033482258,143.1521760327436,137.8661979675293,141.47970825195313,0,0.0,0.02048243798567051,0.0,0.9110015670073215
2022-07-15,147.24786517980246,148.30960883923063,145.69457436327764,147.6312713623047,76259900,141.14760288382394,143.32865585221384,138.59073867797852,141.30125732421874,0,0.0,0.011450154642112187,0.0,0.9110015670073215
2022-07-18,148.1916489524308,149.00761906982018,144.219939344917,144.5836944580078,81420900,141.47485014402903,143.37809619298434,139.42686080932617,140.93345336914064,0,0.0,-0.02064316642520647,-0.0,0.9110015670073215
2022-07-19,145.41933284394,148.67337315386493,144.4264128251581,148.447265625,82982400,142.13889052808727,143.57775292981515,140.38242950439454,140.8245263671875,0,0.0,0.0267220393106935,0.0,0.9110015670073215
2022-07-20,148.5652193610668,151.12127077444447,147.8278985688421,150.4527587890625,64823400,142.93068838396968,143.84848896585794,141.2264175415039,140.74116088867189,1,0.0,0.013509801986711478,0.0,0.9110015670073215
2022-07-21,151.8880729314102,152.93999105761137,149.37135386420036,152.7237091064453,65086600,143.8633579606069,144.19793561450368,142.20951080322266,140.80584838867188,1,1.0,0.015094108846263943,0.015094108846263943,0.924752323818847
2022-07-22,152.76302623024424,153.63797957756256,150.8165036712,151.48500061035156,66675400,144.5892293485226,144.4848061513948,142.9871383666992,140.79759033203126,1,1.0,-0.008110780594193123,-0.008110780594193123,0.9172518606163821
